Email;First Name;Last Name ;Language ID;Shop ID;Shop Group ID;Active
info@pamelajaynesbridal.co.uk;Pamela Jayne’s Bridal Boutique;;1;;;
bellissimo.boutique7@gmail.com;Bellissimo Boutique;;1;;;
info@amiloubridal.co.uk;AMI LOU;;1;;;
michelle.sirotko@gmail.com;Confetti Rain Bridal;;1;;;
info@confettirainbridal.co.uk;CONFETTI RAIN BRIDAL;;1;;;
info@theivorydressingroom.co.uk;THE IVORY DRESSING ROOM;;1;;;
info@taylorsbridal.co.uk;The Wedding Veil Shop;;1;;;
lulaellabrides@hotmail.com;LULA ELLA BRIDES;;1;;;
fran@uniquely-u.co.uk;Uniquely U;;1;;;
INFO@UNIQUELY-U.CO.UK;Uniquely U;;1;;;
info@lottiesbridalboutique.co.uk;Lottie's Bridal;;1;;;
info@annepriscillabridal.co.uk;Anne Priscilla;;1;;;
info@annepriscillabridal.co.uk;ANN PRISCILLA BRIDAL;;1;;;
hello@mellecloche.com;Melle Cloche;;1;;;
info@angeliquelamont.co.uk;ANGELIQUE LAMONT;;1;;;
jennifer@bridalcourtyard.com;The Bridal Courtyard;;1;;;
info@catherinesofpartick.co.uk;Catherines of Partick;;1;;;
deborah.mulholland@hotmail.com;Brides in the City Ltd;;1;;;
info@sarahlouisebridal.co.uk;Sarah Louise Bridal;;1;;;
a.mort@tullablush.co.uk;TULIA BLUSH;;1;;;
ENQUIRIES@THE-FINERDETAIL.COM;THE FINER DETAIL;;1;;;
maral@maraldress.co.uk;Maral Dress;;1;;;
Info@junebrides.co.uk;JUNE BRIDES;;1;;;
INFO@ENCHANTED-GOWNS.COM;ENCHANTED BRIDAL;;1;;;
info@loveyourcurvesbridal.com;LOVE YOUR CURVES BRIDAL;;1;;;
Donnamariabridal@outlook.com;Donna Maria Bridal;;1;;;
info@ivorypinks.co.uk;Ivory Pinks;;1;;;
ederrabridalstudio@me.com;Ederra Bridal Studio;;1;;;
joanna@bbbbridal.co.uk;Bibbidi Bobbidi Boo Bridal Boutique;;1;;;
r7jfk@hotmail.co.uk;Bibbidi Bobbidi Boo Bridal Boutique;;1;;;
elaine@wedding-wise.co.uk;Wedding Wise;;1;;;
rickin@reflexblue.co.uk;BRIDAL ATELIER ;;1;;;
jill@taffetaandlace.co.uk;Taffeta and Lace;;1;;;
appointment@sjpbridal.co.uk;SJP Bridal;;1;;;
dresses@grandjour.co.uk;Grandjour Bridal Boutique;;1;;;
veilsofberkeley@btconnect.com;VEILS OF BERKELEY;;1;;;
prommissboutique@gmail.com;Prom Miss Boutique;;1;;;
jane@weddingdaysofcheltenham.co.uk;Wedding Days;;1;;;
cheltenham@simply-bridal.co.uk;Simply Bridal Cheltenham;;1;;;
info@sarahelizabethbridal.co.uk;SARAH ELIZABETH BRIDAL BOUTIQUE;;1;;;
info@thecotswoldfrockshop.co.uk;The Cotswold Frock Shop;;1;;;
enquiries@thewhiteroom.co.uk;The White Room ;;1;;;
sales@rosellaweddinggowns.co.uk;ROSELLA GOWNS;;1;;;
bridalcentrefarnborough@gmail.com;The Bridal Centre;;1;;;
grayson.sandy@talk21.com;Diamond Days & Diamond Nights;;1;;;
info@belles-bridal.co.uk;Belles;;1;;;
melita@melitaboutique.co.uk;Melita Boutique Ltd;;1;;;
info@thehummingbirdboutique.uk;The Hummingbird Boutique;;1;;;
sales@amaryllis-bridal.co.uk;Amaryllis Bridal Boutique;;1;;;
crystalbtq@gmail.com;Crystal Boutique;;1;;;
info@maureensprom.co.uk;CRANLEIGH BRIDAL;;1;;;
enquiries@sassybrides.co.uk;Sassy Brides;;1;;;
info@wonderland-online.com;Wonderland;;1;;;
contact@annlouisebridal.com;ANN LOUISE BRIDAL;;1;;;
elenorrosebridal@gmail.com;Elenor Rose Bridal;;1;;;
hoopsadaisybridal@gmail.com;Hoops A Daisy;;1;;;
enquiries@limelightoccasions.co.uk;LIMELIGHT OCCASIONS;;1;;;
info@theswankybride.co.uk;The Swanky Bride;;1;;;
hello@evelynbridalandprom.co.uk;Evelyn Bridal & Prom;;1;;;
perfectdaze88@aol.com;PERFECT DAZE;;1;;;
hello@dottybridal.co.uk;Dotty Taylor Bridal;;1;;;
joanabridalharrogate@gmail.com;"JOANA BRIDAL BOUTIQUE
";;1;;;
info@www.theharrogateweddinglounge.com;THE HARROGATE WEDDING LOUNGE;;1;;;
info@snootyfrox.co.uk;Snooty Frox of Harrogate LTD;;1;;;
enquiries@wedding-centre.co.uk;The Wedding Centre;;1;;;
info@abbelle.co.uk;Abbelle Ltd;;1;;;
hello@haloandwrenbridal.com;Halo & Wren;;1;;;
alison@bowbellesbridal.co.uk;Bow Belles Bridal Boutique;;1;;;
info@whitelaceandbutterflies.com;White Lace & Butterflies;;1;;;
confettibridal@btconnect.com;Confetti Bridal Wear of Tring;;1;;;
alastair@ambersofamersham.com;Ambers of Amersham;;1;;;
enquiries@purecouture.co.uk;PURE COUTURE;;1;;;
lilylouloubridal@gmail.com;Lily Lou Lou Bridal;;1;;;
beaconsfield@elliesanderson.co.uk;Ellie Sanderson Bridal;;1;;;
satinandsilkhereford@gmail.com;Satin & Silk;;1;;;
ashtonrosebrides@aol.com;Ashton Rose Bridal Centre;;1;;;
hello@brideandco.uk.com;Bride & Co;;1;;;
JT@JTBRIDAL.CO.UK;Jacqueline's;;1;;;
cc@bridal-boutique-hull.co.uk;Cheryl Chambers Bridal Boutique Ltd;;1;;;
cc@bridalboutiquehull.co.uk;BRIDAL BOUTIQUE HULL;;1;;;
info@yorkshireweddingemporium.com;Purity Bridal (Halifax) Ltd T/A Yorkshire Wedding Emporium;;1;;;
enquiries@purity-bridal.co.uk;Purity Bridal (Halifax) Ltd T/A Yorkshire Wedding Emporium;;1;;;
info@promsandpearls.co.uk;Proms and Pearls;;1;;;
Dressed2impress@gmx.com;Dressed To Impress!;;1;;;
michaelellul44@aol.com;JJM Kidzzone;;1;;;
rachel@belles-bows.com;Belles & Bows;;1;;;
graceandlacebridal@me.com;Grace and Lace - Ipswich;;1;;;
ashtonjayne@ashtonjaynebridal.com;Ashton Jayne Bridal;;1;;;
info@beautifuldesigns.ltd.uk;Beautiful Designs;;1;;;
INFO@HOUSEOFSNOW.CO.UK;HOUSE OF SNOW;;1;;;
harriet@houseofsnow.co.uk;HOUSE OF SNOW;;1;;;
debbie@clarebridalstudio.co.uk;Clare Bridal Studio;;1;;;
jeneveve@hotmail.co.uk;Jeneveve Ltd;;1;;;
charlotte@TheBridal-Lounge.co.uk;THE BRIDAL LOUNGE;;1;;;
info@weddaze.co.uk;Wedding Daze;;1;;;
institchesnairn@yahoo.co.uk;In Stitches;;1;;;
info@weddingbellesbridal.net;Wedding Belles Bridal;;1;;;
charlottesmith20@outlook.com;CHARLOTTE SMITH BRIDAL BOUTIQUE;;1;;;
angharadbridal@gmail.com;Angharad Bridal;;1;;;
info@avoriobridal.com;Avorio Bridal;;1;;;
enquiries@thebridalboutiqueltd.com;The Bridal Boutique;;1;;;
elliscollections@hotmail.com;Ellis Collections;;1;;;
info@annatrigg.com;Anna Trigg Bridal Couture;;1;;;
bridal@folkster.com;Folkster;;1;;;
elizabethwallace134@gmail.com;Elizabeth Wallace;;1;;;
sharon@opusatelier.com;Opus Atelier;;1;;;
hello@opuscouture.co.uk;Opus Atelier;;1;;;
perfectday@dianehoneyman.com;Diane Honeyman;;1;;;
enamoradabridalboutique@gmail.com;ENAMORADA BRIDAL BOUTIQUE;;1;;;
info@ginasmart.co.uk;Gina Smart;;1;;;
victoria@beaubeauboutique.com;BEAU BEAU BOUTIQUE;;1;;;
lisa-l-ayr@live.co.uk;L Occasionwear;;1;;;
enquiries@unbridaledboutique.com;Unbridaled Boutique;;1;;;
victoria@victoriaelainebridal.co.uk;Victoria Elaine Bridal;;1;;;
enquiry@azurebridalgallery.co.uk;Azure Bridal Gallery;;1;;;
enquiries@swoonweddinggowns.co.uk;Luxe Bride Outlet by Swoon;;1;;;
impressions-dresses@hotmail.com;IMPRESSIONS;;1;;;
enquiries@fromthismomentbridal.co.uk;From This Moment Bridal Studios;;1;;;
voguecoutureltd@gmail.com;Vogue Couture;;1;;;
epiner@havingaballdresshire.co.uk;Having A Ball;;1;;;
info@trulybridalofsurrey.com;Truly Bridal of Surrey;;1;;;
info@bridesvisited.co.uk;Brides Visited Surrey;;1;;;
info@special-days-brides.co.uk;SPECIAL DAYS BRIDES;;1;;;
info@madisonrosebridal.co.uk;Madison Rose Bridal;;1;;;
ADRIANKAY@HIGHLANDKILTCONNECTIONS.CO.UK;TO BE WED;;1;;;
jackie@kudosbridal.co.uk;KUDOS;;1;;;
theweddingbee@aol.co.uk;THE WEDDING BEE LTD;;1;;;
enquiries@enchantedweddinggowns.co.uk;ENCHANTED ST ANDREWS;;1;;;
nancywilson@btconnect.com;Sewing Place;;1;;;
cherryblossomsboutique@googlemail.com;Cherry Blossoms Boutique;;1;;;
info@copplestonesbridal.co.uk;Copplestones;;1;;;
brides@bridesbynatalie.co.uk;BRIDES BY NATALIE;;1;;;
info@emmabridalwear.co.uk;EMMA BRIDALWEAR;;1;;;
natalieannbrides@gmail.com;Natalie Ann Brides;;1;;;
bridalpath1@yahoo.co.uk;The Bridal Path;;1;;;
Info@bridechildwall.co.uk;BRIDE CHILDWALL;;1;;;
lmroberts65@yahoo.co.uk;BRIDE CHILDWALL;;1;;;
info@claresuzanne.co.uk;Clare Suzanne Bridal;;1;;;
liverpoolbridalboutique@hotmail.com;Liverpool Bridal Boutique;;1;;;
cornichebrides@gmail.com;Corniche brides;;1;;;
joanneharwood@icloud.com;LUSCIOUS;;1;;;
dreamdress@boutiquebrides.co.uk;Boutique Brides of Crosby;;1;;;
carol484@btinternet.com;The Knowsley Bridal Suite;;1;;;
theweddingrooms@hotmail.co.uk;The Wedding Rooms;;1;;;
weddingbellesbridalstudio@gmail.com;Wedding Belles bridal studio;;1;;;
info@the-bridalcollection.co.uk;THE BRIDAL COLLECTION;;1;;;
nina@eternitybynina.co.uk;ETERNITY BY NINA;;1;;;
enquiries@mearsghyll.co.uk;Mears Ghyll Bridal Rooms;;1;;;
INFO@JULIATASKER.CO.Uk;JULIA TASKER BRIDAL COUTURE;;1;;;
sales@brideswithcurves.co.uk;DEBORAH JANE BRIDAL;;1;;;
bridalhousetorrisholme@outlook.com;Bridal House of Torrisholme;;1;;;
guest-listevents@hotmail.co.uk;Bridal House of Torrisholme;;1;;;
team@frothimoon.co.uk;Frothimoon;;1;;;
enquiries@family-affair.co.uk;A Family Affair;;1;;;
trishaturner@hotmail.co.uk;DRESSED TO IMPRESS;;1;;;
info@samuifrockshop.co.uk;SAMUI FROCK SHOP;;1;;;
mh@lineysbrides.com;LINEY’S BRIDES;;1;;;
info@dressmepretty.co.uk;DRESS ME PRETTY;;1;;;
brin.tina@yahoo.co.uk;Bride & Groom of Melton;;1;;;
rsbridalcollection@gmail.com;RS BRIDAL;;1;;;
naomi@laceandpearlbridal.com;Lace & Pearl Bridal Boutique;;1;;;
hello@alicerosebridal.com;Alice Rose Atelier;;1;;;
bridesofashby@ymail.com;BRIDES OF ASHBY;;1;;;
info@cicilybridal.com;Cicily Bridal;;1;;;
info@cicilybridal.com;Cicily Bridal;;1;;;
dawn@renaissance-boutique.com;Renaissance Boutique;;1;;;
leanne@bridesofibstock.co.uk;Brides of Ibstock;;1;;;
enquiries@weddingbellesonline.co.uk;Wedding Belles;;1;;;
hello@elizabethrosebridal.co.uk;ELIZABETH ROSE BRIDAL;;1;;;
info@pinkconfetti.co.uk;PINK CONFETTI BRIDAL BOUTIQUE;;1;;;
firstladywrexham@aol.com;FIRSTLADY LTD;;1;;;
enquiries@cameo-brides.com;Cameo Brides;;1;;;
info@cariadbride.wales;CARIAD BRIDE;;1;;;
cameobrides10@yahoo.co.uk;Cameo Brides;;1;;;
Thebridalroomholyhead@hotmail.com;The Bridal Room;;1;;;
Niaroberts11@hotmail.co.uk;The Bridal Room Holyhead;;1;;;
gwisgfabride@gmail.com;Gwisgfa Brides;;1;;;
LINCOLN@JAYNESBRIDALWEAR.CO.UK;JAYNES BRIDALWEAR;;1;;;
kmgbridalstudio@hotmail.com;KMG Bridal;;1;;;
sayidobridal@hotmail.com;Say I Do Bridal;;1;;;
joanne@jdezire.co.uk;Jdezire - Lincolnshire;;1;;;
nessie3@ntlworld.com;Nessies Dresses;;1;;;
sales@sugarandspicebridal.co.uk;Sugar and Spice;;1;;;
wellbetbridal@aol.com;Wellbet Bridal;;1;;;
jools@willowandlacebridal.com;Willow & Lace Bridal;;1;;;
info@angelbrides.co.uk;Angel Brides;;1;;;
bridalapparel@gmail.com;Bridal Apparel;;1;;;
info@scarletpoppy.co.uk;SCARLET POPPY;;1;;;
info@weddingbellesotley.co.uk;SCARLET POPPY;;1;;;
contact@preciousbridal.co.uk;Precious Bridal;;1;;;
team@ragdollofpudsey.co.uk;Rag Doll;;1;;;
info@scarletpoppy.co.uk;SCARLET POPPY;;1;;;
info@theaislebridal.com;The Aisle;;1;;;
hello@lovebirdbrides.com;LOVEBIRD BRIDAL;;1;;;
info@boutiquebrideleeds.co.uk;Boutique Bride;;1;;;
jacqui@thedress.house;The Dress House;;1;;;
info@delphinealexander.co.uk;DELPHINE ALEXANDER BRIDAL;;1;;;
contact@divasdress.co.uk;DIVAS DRESS;;1;;;
mail@annsbridalroom.com;Ann’s Bridal Room;;1;;;
info@thewhitecloset.co.uk;The White Closet;;1;;;
formalhire@swarbricks.co.uk;Brides of Swarbricks;;1;;;
enquiries@lafleurbridal.co.uk;La Fleur Bridal;;1;;;
info@bridal1632.co.uk;BRIDAL 1632;;1;;;
catherine_downie@hotmail.co.uk;Absolute Bridal Couture;;1;;;
info@onespecialday.net;One Special Day;;1;;;
info@belegance.co.uk;Bridal Elegance Ltd;;1;;;
jeravida.bridal@yahoo.com;Jeravida Bridal Boutique;;1;;;
info@thewildheartbridal.co.uk;WILD HEART BRIDAL BOUTIQUE;;1;;;
info@thecaseofthecuriousbride.com;The Case Of The Curious Bride;;1;;;
Petitesmodes@outlook.com;Petites Modes LTD;;1;;;
honeyblossombridal@gmail.com;HONEYBLOSSOM BRIDAL;;1;;;
bespokeweddingboutique@yahoo.co.uk;Bespoke Wedding Boutique;;1;;;
hello@fairytalebridesltd.co.uk;Fairytale Brides;;1;;;
Faithcharlesbridal@gmail.com;Faith Charles Bridal;;1;;;
info@thewildheartbridal.co.uk;The Wild Heart Bridal;;1;;;
info@countrybrides.uk.com;COUNTRY BRIDES- FAVERSHAM;;1;;;
victoriagracebridal@outlook.com;Victoria Grace Bridal;;1;;;
enquiries@yourstruly.uk.com;YOURS TRULY BRIDAL HOUSE;;1;;;
CONTACT@ALTACOSTURA.CO.UK;ALTA COSTURA BRIDE;;1;;;
info@elmirabridalservices.co.uk;Elmira Bridal Services;;1;;;
isabellagatt2008@gmail.com;Dress My Day by Bella;;1;;;
susan@onceinalifetimebridalwear.co.uk;Once In A Lifetime;;1;;;
info@starbridalwear.co.uk;STAR BRIDAL WEAR;;1;;;
laura@theivorywardrobe.co.uk;THE IVORY WARDROBE;;1;;;
joanna@woburnbridal.com;WOBURN BRIDAL;;1;;;
hello@willowandfernbridal.co.uk;Willow and Fern Bridal;;1;;;
info@aboutabride.co.uk;ABOUT A BRIDE (CURVY ONLY);;1;;;
info@bride-and-joy.co.uk;Bride & Joy;;1;;;
info@georgejamesbridal.com;George James Bridal;;1;;;
rendellcourt@gmail.com;Michael Bailey;;1;;;
info@celebrationservices.co.uk;CELEBRATIONS SERVICES;;1;;;
info@townhousebridal.co.uk;Townhouse Bridal Ltd;;1;;;
info@confettiandcurvesbridal.co.uk;Confetti and Curves Bridal;;1;;;
info@bridesandbustles.co.uk;Brides and Bustles Limited;;1;;;
enquiry@belle-en-blanc.co.uk;Belle En Blanc;;1;;;
lindsey@veronacouture.co.uk;Verona Couture;;1;;;
anne@kinnies.co.uk;KINNIE'S BRIDAL CLASSICS;;1;;;
store@thewedstore.co.uk;The Wedding Store;;1;;;
junesbridalwear1@yahoo.co.uk;June's Bridal Wear;;1;;;
mail@dejaboutique.com;DEJA BOUTIQUE;;1;;;
stylists@bijouxbridal.com;Bijoux Bridal Boutique;;1;;;
stylists@bijouxbridal.com;BIJOUX BRIDAL;;1;;;
thisyearslove@live.co.uk;This Years Love;;1;;;
emmawatsonpink@hotmail.co.uk;Bride To Be;;1;;;
info@angelicabridal.co.uk;Angelica Bridal;;1;;;
kalinabridal@gmail.com;KALINA BRIDAL BOUTIQUE;;1;;;
angel@mirrormirror.uk.com;Mirror Mirror London;;1;;;
info@hampdenbrides.co.uk;HAMPDEN BRIDES;;1;;;
info@justbridesmaids.co.uk;Just Bridesmaids;;1;;;
bridaloriginals@hotmail.co.uk;Bridal Originals;;1;;;
info@annaschristeningcentre.co.uk;Anna's Christening Centre;;1;;;
info@justthewayyouarebridal.co.uk;Just The Way You Are Limited;;1;;;
info@accentoriginalbridalwear.co.uk;ACCENT ORIGINAL BRIDAL;;1;;;
miasposa@btconnect.com;MIA SPOSA;;1;;;
waltonsuk@hotmail.com;House of Bellas;;1;;;
enquiries@herecomethebridesmaids.net;HERE COME THE BRIDESMAIDS LIMITED;;1;;;
info@darcyweddings.co.uk;Darcy Weddings;;1;;;
krystalfoster@lauraleeboutique.com;LAURA LEE BOUTIQUE;;1;;;
hello@yapbridal.co.uk;YAP Bridal Boutique;;1;;;
idouk@aol.com;I DO BRIDAL GATESHEAD;;1;;;
parismetrocentre@live.co.uk;Paris;;1;;;
info@bridalwish.co.uk;Bridal Wish;;1;;;
info@ajbridalwear.co.uk;AJ BRIDALWEAR BOUTIQUE;;1;;;
info@marrimebridalwear.co.uk;Marrime Bridalwear;;1;;;
hello@sibridal.com;Si Bridal & Co;;1;;;
info@epernaybridal.co.uk;EPERNAY BRIDAL;;1;;;
linda@designerfit.co.uk;Designer Fit;;1;;;
enquiries@carolinejoycecouturegowns.co.uk;CAROLINE JOYCE COUTURE BRIDAL;;1;;;
enquiries@toniaannbridalwear.co.uk;TONIA ANN BRIDAL CENTRE;;1;;;
info@theweddingdresscompany.co.uk;Wedding Dress Company;;1;;;
armstrongfab@hotmail.co.uk;ARMSTRONG FASHION & BRIDAL;;1;;;
bridesdreamltd@hotmail.com;Brides Dream Ltd;;1;;;
sue@seasonsofalnwick.co.uk;Seasons of Alnwick LTD;;1;;;
info@onefinedaybridalwear.co.uk;ONE FINE DAY BRIDAL WEAR;;1;;;
info@adellabridal.co.uk;Adella Bridal;;1;;;
info@james-bride.com;JAMES BRIDE;;1;;;
enquiries@beautifulbridesmidlands.co.uk;Beautiful Brides;;1;;;
miasposabride@gmail.com;Mia Sposa Bride;;1;;;
helen@dressplace.co.uk;DRESSPLACE;;1;;;
info@dressplace.co.uk;DRESSPLACE;;1;;;
mail@mangowalk.co.uk;Mango Walk LTD;;1;;;
enquiries@jenalouise.com;BLUSH BY JENA LOUISE;;1;;;
opulencebridals@hotmail.com;Opulence Bridals;;1;;;
info@lilliesbridal.co.uk;Lillies Bridal Boutique;;1;;;
ange@i-dobridal.co.uk;I DO BRIDAL BOUTIQUE;;1;;;
info@cherishedweddingboutique.co.uk;Cherished Wedding Boutique;;1;;;
enquiries@theweddinghq.co.uk;The Wedding HQ;;1;;;
info@bridal-suite.co.uk;Bridal Suite;;1;;;
info@carlasbrides.com;CARLA'S BRIDES;;1;;;
IVORYPROMISE@HOTMAIL.CO.UK;IVORY PROMISE;;1;;;
info@iconicbride.co.uk;ICONIC BRIDE;;1;;;
enquiries@blue-rose-bridal.co.uk;Blue Rose Bridal;;1;;;
fashions@jane-young.co.uk;Jane Young Fashions Ltd;;1;;;
info@ladidaboutique.co.uk;LADIDA BOUTIQUE;;1;;;
eternallyours@btconnect.com;Eternally Yours Bridalwear;;1;;;
HELLO@FRANCESDAY.CO.UK];Frances Day Bridal;;1;;;
info@busybsbridals.co.uk;Busy Bs Bridals;;1;;;
info@loveandlacebridal.co.uk;Love & Lace;;1;;;
dreamweddingdress142@gmail.com;DREAM WEDDING DRESS;;1;;;
adancersworld@gmail.com;A Brides World;;1;;;
camellia_bridal@hotmail.com;Camellia Bridal;;1;;;
info@stunningbridal.co.uk;STUNNING BRIDAL;;1;;;
info@annawoodbridal.co.uk;Anna Wood Bridal;;1;;;
info@fleurdesignerwear.co.uk;Fleur Designer Wear;;1;;;
info@fairy-tale-weddings.co.uk;Fairytale Weddings;;1;;;
info@sugarandspicebrides.co.uk;Sugar and Spice Brides;;1;;;
info@stefaniejaynes.co.uk;STEFANIE JAYNE'S;;1;;;
sales@iconbridal.co.uk;Icon bridal;;1;;;
ashbyrowell@aol.com;SOMETHING SPECIAL;;1;;;
info@aimeesdresses.co.uk;Aimée’s;;1;;;
info@courtyardbridalwear.com;Courtyard Bridal;;1;;;
bridesofcorby@gmail.com;Brides Of Corby;;1;;;
info@elegancebydesignuk.co.uk;ELEGANCE BY DESIGN;;1;;;
hello@silversixpencebridal.co.uk;SILVER SIXPENCE BRIDAL BOUTIQUE;;1;;;
enquiries@serendipitybrides.co.uk;Serendipity Bridal;;1;;;
laura@bridal-lane.co.uk;BRIDAL LANE;;1;;;
jasminerosebridal@gmail.com;JASMINE ROSE BRIDAL;;1;;;
dybbridal@yahoo.co.uk;Do You Believe;;1;;;
helentperry@yahoo.co.uk;Do You Believe;;1;;;
newport@allaboutevebridalwear.com;ALL ABOUT EVE BRIDAL;;1;;;
adele@demarieeboutique.com;DE MARIEE BOUTIQUE;;1;;;
cheril@charlottealexander.co.uk;Charlotte Alexander;;1;;;
info@crownjoolz.co.uk;Crown Joolz;;1;;;
crownjoolz@outlook.com;Crown Joolz;;1;;;
info@primadonnabridal.co.uk;Prima Donna;;1;;;
info@dreamsbridalwear.co.uk;DREAMS BRIDAL WEAR;;1;;;
le_jour@outlook.com;le jour Bridal Studio;;1;;;
kirsty@LaBelleAngele.co.uk;LA BELLE ANGELE BY AURORA DESIGNS;;1;;;
info@purebrides.co.uk;PURE NORWICH LIMITED;;1;;;
info@thefrockspot.net;The Frock Spot;;1;;;
citybridesnorwich@gmail.com;City Brides;;1;;;
sophisticats@yahoo.co.uk;Sophisticats;;1;;;
joanna@elmhillbrides.co.uk;Elm Hill Brides;;1;;;
catrinasbridalwear@gmail.com;Catrinas Bridalwear;;1;;;
ljboutique@yahoo.co.uk;Lavender and Jude;;1;;;
greensteps@aol.com;The Wedding Shop;;1;;;
laviniarosebridal@yahoo.co.uk;LAVINIA ROSE;;1;;;
info@bridesofrochdale.com;BRIDES OF ROCHDALE;;1;;;
contact@frockandsoulltd.co.uk;Frock and Soul;;1;;;
info.blush-weddings@hotmail.co.uk;Blush Bridal Boutique;;1;;;
Chloe@BlackSwanBridalStudio.co.uk;BLACK SWAN BRIDAL STUDIO;;1;;;
enquiries@weddingbellesbanbury.co.uk;Wedding Belles;;1;;;
info@blossombridal.co.uk;Blossom Bridal;;1;;;
mail@proposalsbridalstudio.co.uk;PROPOSALS;;1;;;
georgina@georginabridal.co.uk;Georgina Pimm Bridal;;1;;;
oxford@elliesanderson.com;ELLIE SANDERSON – EYNSHAM;;1;;;
hello@pollyroseboutique.com;POLLY ROSE BOUTIQUE;;1;;;
fine_things62@hotmail.com;Fine Things LTD;;1;;;
karen@baronybrides.com;Barony Brides;;1;;;
info@swankyrags.co.uk;Swanky Rags;;1;;;
info@blushbridal.co.uk;Blush Bridal Company;;1;;;
BLUSHBRIDALCOMPANY@GMAIL.COM;Blush Bridal Company;;1;;;
karen@fancyfrox.co.uk;Fancy Frox;;1;;;
info@westlandsuk.com;R T WESTLAND;;1;;;
lyndsay@bridesbowsbutterflies.co.uk;BRIDES BOWS AND BUTTERFLIES;;1;;;
bridesbowsrach@icloud.com;Brides Bows & Butterflies;;1;;;
info@harveysbridal.co.uk;HARVEY’S BRIDAL;;1;;;
luanne@cream-rose.co.uk;Cream Rose Ltd;;1;;;
thepond1@aol.com;TREASURES- THE BRIDAL SHOP;;1;;;
victoria@thebottomdraweruk.co.uk;THE BOTTOM DRAWER BRIDAL BOUTIQUE;;1;;;
willowandgracebridal@gmail.com;Willow & Grace Bridal;;1;;;
martincharlesbridal@gmail.com;MARTIN CHARLES BRIDAL GALLERY;;1;;;
thegallery@vowbridal.co.uk;Vow Bridal Gallery;;1;;;
Stamford@wedding-room.co.uk;THE WEDDING ROOM;;1;;;
jolene@appleblossomtime.com;Apple Blossom Time;;1;;;
enquiries@ivorywhites.co.uk;Ivory Whites;;1;;;
lorettascollections@yahoo.co.uk;Loretta’s Collections Ltd;;1;;;
info@katyscompany.co.uk;KATY'S COMPANY;;1;;;
marina@marinasbridal.co.uk;Marina’s Bridal;;1;;;
samcoxbridalwear@btconnect.com;Sam Cox Bridalwear;;1;;;
dresses@lowenbridal.co.uk;Lowen Bridal;;1;;;
info@colinsbridal.co.uk;Colins Bridal;;1;;;
colinsbridal@hotmail.co.uk;Colins Bridal;;1;;;
info@prudencegowns.com;Prudence Gowns;;1;;;
hailey@coastalbridal.co.uk;Coastal Bridal;;1;;;
beebeegowns@gmail.com;Bee Bee Gowns;;1;;;
kelly@thebridalcorner.co.uk;The Bridal Corner;;1;;;
weddingco@btconnect.com;The Wedding Company;;1;;;
ady.campbell@btopenworld.com;J C Brides?;;1;;;
info@jcbrides.com;J C Brides?;;1;;;
kellysbridalcouture@hotmail.com;Kelly’s Bridal Couture;;1;;;
occasionsbridalfareham@gmail.com;Occasions of West Street;;1;;;
contact@bijoubridal.co.uk;Bijou Bridal Boutique;;1;;;
sales@gemsbridalwear.co.uk;Gems Bridal Wear;;1;;;
cameobridesofdrayton@gmail.com;Cameo Brides of Drayton - Hampshire;;1;;;
info@thebridaldressingrooms.co.uk;THE BRIDAL DRESSING ROOMS;;1;;;
sales@yourdreamdressshop.co.uk;Your Dream Dress;;1;;;
yourdreamdress@btinternet.com;Your Dream Dress;;1;;;
info@haloandellis.com;Halo & Ellis Bride;;1;;;
thebridalconsultant@hotmail.com;Love Story Bridal;;1;;;
dress@thedressingroom-garstang.co.uk;The Dressing Room;;1;;;
Hello@LoveStoryBridal.co.uk;LOVE STORY BRIDAL;;1;;;
enquiries@especiallyforyoubridal.co.uk;ESPECIALLY FOR YOU;;1;;;
info@dreamcatcherbridal.co.uk;DREAMCATCHER;;1;;;
info@onefinedaybridal.co.uk;ONE FINE DAY;;1;;;
salesenchantedbrides@hotmail.co.uk;ENCHANTED LOSTOCK HALL;;1;;;
susancraigbridalwear@live.co.uk;Susan Craig;;1;;;
info@brides-gallery.co.uk;Brides Gallery?;;1;;;
info@hotfrox.com;HOTFROX;;1;;;
sales@bridesroomofbirkdale.co.uk;Brides Room Of Birkdale;;1;;;
info@bridetobe.co.uk;BRIDE TO BE BRIDAL BOUTIQUE;;1;;;
joann@missbridalgownsofhungerford.com;MISS;;1;;;
sales@sofi-designs.co.uk;SOFI DESIGNS;;1;;;
info@elderberrybrides.co.uk;ELDERBERRY BRIDES;;1;;;
info@nortiershallow.co.uk;NORTIER SHALLOW;;1;;;
info@littlelondonbrides.co.uk;LITTLE LONDON BRIDES;;1;;;
info@boobridal.co.uk;BOO BRIDAL;;1;;;
enquiries@confettibridalcentre.co.uk;Confetti Bridal Centre;;1;;;
admin@sophiegracebridal.co.uk;Sophie Grace Bridal Ltd;;1;;;
andrea@thatdress.ltd;THAT DRESS;;1;;;
info@whiterosebridalrooms.com;White Rose Bridal Rooms Ltd;;1;;;
info@crawleyweddingshop.co.uk;The Bride Shop;;1;;;
sales@yasemins-gowns.co.uk;Yasemin’s Gowns Ltd;;1;;;
sales@whitedressesandtiaras.com;WHITE DRESSES AND TIARAS LTD;;1;;;
enquiries@promboutique.co.uk;The Prom Boutique;;1;;;
hello@secretdresshouse.co.uk;The Secret Dress House;;1;;;
